Artist,Genre,Track,MFCC,Spectral Centroid,Zero-Crossing Rate
The Shamblers,,Giant Insect From Mars1,"[-197.26220703125, 144.29197692871094, -20.81585693359375, 33.9705810546875, 1.5438357591629028, 10.273721694946289, -13.781588554382324, 3.002368211746216, -3.07920241355896, 1.8178110122680664, -5.362154960632324, 0.9351280331611633, 2.516368865966797, -0.9645267724990845, -1.3737775087356567, -2.3173155784606934, -7.543560981750488, -4.680019378662109, -3.047647476196289, -6.247063159942627]",2666.3818142891114,0.05609473222920696
Low,Indie-Rock,Tonight,"[-426.1420593261719, 200.24111938476562, 45.57270050048828, 31.332754135131836, 27.270315170288086, 13.867462158203125, -2.392958164215088, 2.198418140411377, -3.3157100677490234, -2.319195508956909, -2.8234589099884033, -5.0037055015563965, -2.1165854930877686, -1.8745598793029785, -2.2751147747039795, -0.07476828247308731, -1.3905386924743652, -4.272487640380859, -4.037683486938477, 2.2816061973571777]",849.5227335712556,0.013862465244197292
Means,Rock,Two,"[-111.33848571777344, 158.61842346191406, -55.580352783203125, 54.8282585144043, -10.974418640136719, 17.38129425048828, -8.636499404907227, 11.023332595825195, -0.6473232507705688, 7.460963249206543, -1.0591052770614624, 4.330080986022949, -3.131791591644287, 7.050982475280762, -1.855163335800171, -1.2874845266342163, -4.4131669998168945, -7.4360175132751465, -2.075568199157715, -2.5063726902008057]",2591.3336893746173,0.06020685575619675
Reynold Philipsek,Jazz,interview,"[-329.4778747558594, 129.10060119628906, 17.785655975341797, 17.99018096923828, 19.636178970336914, 12.034523963928223, -5.150345802307129, -4.264651298522949, -7.026373863220215, -9.114432334899902, -2.7342264652252197, -5.156993389129639, -8.591882705688477, -4.105534553527832, -2.8491148948669434, -5.003287315368652, -2.495027542114258, -1.0951422452926636, -4.742203235626221, -6.741732120513916]",2146.558614423543,0.04931583892089465
The Shamblers,,Got A Question For You,"[-183.2723846435547, 158.92457580566406, -20.85299301147461, 31.047588348388672, 8.669144630432129, 10.572265625, -14.135465621948242, 4.093323230743408, -0.7499956488609314, 1.23382568359375, -6.412724494934082, 2.7789485454559326, 2.5295944213867188, -0.9045760035514832, -0.052663907408714294, -2.219024658203125, -6.487052917480469, -3.4900355339050293, -1.4402283430099487, -7.42647123336792]",2342.3182572103897,0.04157709170458947
The Conet Project,Numbers Stations,achtung,"[-285.95587158203125, 165.60792541503906, -10.028535842895508, 10.530577659606934, 23.343339920043945, -0.6440881490707397, 11.94744873046875, 11.514202117919922, 3.030172824859619, 3.484567642211914, -0.5870174169540405, 3.163844108581543, 5.092855930328369, -0.5651769042015076, -0.6633785367012024, 1.0856661796569824, 3.381554365158081, 3.595155715942383, 1.1657723188400269, 3.99662446975708]",1646.3190341830796,0.03548578554640113
Psychedelic Horseshit,Rock,Can't Get Enough,"[-204.20169067382812, 142.21385192871094, -35.26274490356445, 37.274410247802734, -6.842338562011719, 18.43361473083496, -16.323558807373047, 7.939600467681885, -11.7056303024292, 7.137226104736328, -6.506597518920898, 5.513456344604492, -3.2965569496154785, 7.29095458984375, -2.406810998916626, 2.1808769702911377, -7.089763641357422, -1.7021920680999756, -3.3714466094970703, -2.8337631225585938]",2992.4346087484973,0.07124140685515104
Hank IV,Rock,Dirty Poncho,"[-80.93128204345703, 160.86753845214844, -32.461280822753906, 25.983537673950195, -6.786923885345459, 16.479398727416992, -12.48590087890625, 6.0380473136901855, -4.8967976570129395, 12.789673805236816, -6.473232746124268, 6.9630231857299805, 3.9405579566955566, 5.233062267303467, -4.242530822753906, 2.918430805206299, -1.157918930053711, 1.433677315711975, -3.3291468620300293, 0.0637621209025383]",2506.5397921196463,0.05208988913632843
Yan Yalego,French,Petit 'n Mwen,"[-332.0873718261719, 133.0890655517578, 16.421096801757812, 17.458383560180664, 6.403059482574463, 11.450027465820312, 0.17613664269447327, -6.1506242752075195, -7.061078071594238, -13.899022102355957, -16.205928802490234, -19.566089630126953, -22.936023712158203, -17.373022079467773, -13.270588874816895, -19.12531089782715, -14.381180763244629, -3.3479676246643066, -3.5177035331726074, -4.653486728668213]",1432.2851241411665,0.02288537385154739
Polka Madre,Misc. International,Russo Trap,"[-222.75425720214844, 147.8206329345703, -17.81039047241211, 39.471370697021484, 1.4717129468917847, 13.395829200744629, -1.3164520263671875, 6.468245506286621, -5.2703094482421875, 2.848478078842163, -0.4833068549633026, 4.382236003875732, -0.34805211424827576, 2.1816561222076416, 1.706722617149353, -1.3894104957580566, -2.543283700942993, -0.6509273052215576, -3.196104049682617, 0.046366672962903976]",2523.2101224024955,0.05061577901094113
Sic Alps,Rock,Brill Building,"[-165.1767578125, 187.01361083984375, -48.68571853637695, 45.0958366394043, 3.558027744293213, 10.3181791305542, -2.384357213973999, 11.358372688293457, -0.27678346633911133, -4.893137454986572, 4.310924053192139, 0.8443450331687927, -7.202944278717041, -1.3250012397766113, -1.075693964958191, -0.9893245697021484, -4.686405181884766, -7.866838455200195, -5.629476070404053, -10.28240966796875]",1793.111788141592,0.03512376088007737
Silver Jews,,Smith and Jones Forever,"[-207.56375122070312, 176.71559143066406, -8.936147689819336, 33.59798049926758, 10.420794486999512, 14.843483924865723, -0.9317737221717834, 3.8928322792053223, 3.7919535636901855, 1.9902026653289795, 0.4514126479625702, 3.4160220623016357, -0.4892052114009857, 1.0580363273620605, 0.20349586009979248, 0.3221511244773865, -2.6520183086395264, -0.24850375950336456, 0.5113726854324341, -1.4949098825454712]",1689.1288836081985,0.028446491175048355
The Cynics,Garage,Took Her Hand,"[-184.59750366210938, 135.48577880859375, -37.05777359008789, 48.141578674316406, -14.952798843383789, 11.079412460327148, -3.0013773441314697, -2.5946056842803955, -4.011852741241455, -2.410092353820801, -8.923211097717285, -6.456686496734619, -6.574699878692627, -6.502079486846924, -1.7713521718978882, -8.054484367370605, -0.7553800940513611, -3.1196377277374268, -8.131573677062988, -10.0331449508667]",2995.628139414376,0.08115952157882012
The Conet Project,Numbers Stations,m1b,"[-216.72608947753906, 179.01211547851562, -38.77479934692383, 11.384650230407715, 18.590845108032227, 27.723691940307617, -4.854027271270752, -7.856014728546143, -21.827234268188477, 1.9580410718917847, 5.738754749298096, 0.5063695907592773, -6.040487766265869, -1.6531457901000977, 13.301031112670898, -3.6050338745117188, 0.1735381782054901, 8.126605033874512, 16.1419677734375, 3.9952151775360107]",1761.0197300623631,0.05387111341740899
Steven R. Smith,Avant Garde,Untitled 4,"[-212.1002655029297, 267.5162048339844, -40.159568786621094, -16.690305709838867, 36.24458312988281, -1.6990561485290527, -10.63794231414795, -0.2945714592933655, -3.0657436847686768, -5.813836574554443, -7.9933552742004395, -2.940088987350464, -4.699753284454346, -11.082619667053223, -7.403149127960205, -3.1972384452819824, -8.619280815124512, -10.198917388916016, -2.74957537651062, -4.568684101104736]",1018.9456485976042,0.022781667554221535
The Spunk Lads,Punk,Ink,"[-216.07371520996094, 125.3049545288086, -3.359349250793457, 13.126997947692871, 17.32121467590332, 14.801626205444336, -18.10807228088379, 6.355290412902832, -3.647847890853882, 5.454638957977295, -8.916709899902344, 11.102300643920898, -2.5679142475128174, 3.850571870803833, 0.6246091723442078, 3.083205461502075, -7.641556739807129, 2.804466485977173, 1.797459602355957, 0.14585347473621368]",3537.4266826684006,0.07281661780705996
The Pets,Pop-Punk,Paper Plane,"[-152.9618377685547, 155.2848358154297, -73.8778305053711, 33.82264709472656, -0.6127629280090332, 22.13360023498535, -8.63028621673584, 2.615626335144043, 4.1371307373046875, 1.5804193019866943, -4.213785171508789, 3.9142332077026367, -2.2827987670898438, -1.9922786951065063, -2.9087817668914795, -1.5355517864227295, -6.811594009399414, -5.914673805236816, -7.365774631500244, -3.547909736633301]",2737.6105938498617,0.08071676287475822
The Moi Non Plus,Rock,Johnny I Lie,"[-117.00288391113281, 121.06289672851562, -39.712860107421875, 28.110258102416992, -6.639308929443359, 5.370149612426758, -16.99044418334961, -7.493892669677734, -12.746892929077148, 0.4955962896347046, -14.11923599243164, 6.090155124664307, -4.142425537109375, -0.45392993092536926, -9.769379615783691, 4.042050838470459, -7.06259822845459, 2.740229845046997, -10.258085250854492, -1.5775333642959595]",3604.632834389484,0.09256636237654918
Sic Alps,Rock,I Know Where the Madness Goes,"[-190.16920471191406, 231.6326446533203, -52.55801010131836, 13.236774444580078, 37.071842193603516, -3.3740952014923096, -0.5189356803894043, 18.922208786010742, 1.34397292137146, -8.804835319519043, 10.782600402832031, 2.700355052947998, -11.227096557617188, 1.1485267877578735, 2.7225470542907715, -1.5974408388137817, -1.5525238513946533, -2.7761313915252686, -5.617506504058838, -6.487855911254883]",1317.3814704273257,0.030288377166440745
Polka Madre,Misc. International,Funeral Brahms,"[-265.0770568847656, 143.22662353515625, -13.08793830871582, 51.68531799316406, 13.712507247924805, 11.082569122314453, -2.5616862773895264, 2.7158517837524414, -2.163567066192627, -0.3233624994754791, -3.591431140899658, -0.41259685158729553, -0.17740653455257416, 1.1735625267028809, -1.9713358879089355, -0.35532164573669434, -0.8488081097602844, -0.2457125186920166, -3.092135190963745, -3.001282215118408]",2268.297903627134,0.0406977227393617
Roxy Pain,Rock,Rainbow In the Dark,"[-100.31721496582031, 153.41622924804688, -30.925769805908203, 30.824115753173828, -7.25354528427124, 20.821481704711914, -0.9697386622428894, 5.881714344024658, 2.1046335697174072, 5.381958961486816, -3.02911639213562, 4.3093461990356445, -0.8826944231987, 1.429740309715271, -1.7410813570022583, -0.6903831958770752, -4.0071940422058105, 0.32454219460487366, -0.4948625862598419, -1.7315548658370972]",2553.2992722746935,0.05065492471920992
Mudboy,Avant-Garde,Mudboy live at WFMU full set,"[-134.8509521484375, 81.55931854248047, -22.301897048950195, 19.36960792541504, -26.48812484741211, 17.121671676635742, 3.5827040672302246, 14.875996589660645, -13.509425163269043, 0.647440493106842, -10.153611183166504, 12.008699417114258, -10.16132640838623, 10.310829162597656, -10.770550727844238, -1.3824013471603394, -7.962715148925781, 8.558931350708008, -10.33284854888916, 9.445432662963867]",5322.199868012242,0.11390436646737026
Razor Bois,Hardcore,Unity,"[-158.27845764160156, 148.26553344726562, -18.95502281188965, 46.16976547241211, -4.373109340667725, 25.22737693786621, -5.741277694702148, 8.508665084838867, -3.0384562015533447, 9.17415714263916, -1.9264087677001953, 7.735856056213379, 3.2270524501800537, 5.193160057067871, -1.2825126647949219, 2.3872170448303223, -7.572472095489502, -1.5709542036056519, -1.3037325143814087, -2.3110733032226562]",2352.1027747627536,0.040373587101063826
Sux,Punk,Everybody's Fault But Mine,"[-137.09518432617188, 168.48162841796875, -43.49419403076172, 57.342864990234375, -12.436905860900879, 16.770017623901367, -13.536917686462402, 4.896426200866699, 5.9294891357421875, 4.602597236633301, 3.719514846801758, 1.5690330266952515, -1.4498039484024048, -2.3965952396392822, -2.4594688415527344, 0.29618531465530396, -0.5236856341362, -4.392066478729248, -1.1124542951583862, -2.4764552116394043]",2283.9965936799076,0.05152199270187839
Wildbirds & Peacedrums,Blues,There Is No Light,"[-251.1610565185547, 107.09574127197266, -1.2981486320495605, 55.77786636352539, -15.410236358642578, 31.168819427490234, -9.583807945251465, 18.850322723388672, -6.035731315612793, 13.572267532348633, -8.4075927734375, 10.068719863891602, -5.358530044555664, 1.0344990491867065, -7.748479843139648, -4.435540199279785, -2.171084403991699, -4.525578498840332, 1.3743987083435059, -3.7860260009765625]",3901.0141501111007,0.07550603693181818
Harvey Milk,Rock,Old Glory,"[-163.861572265625, 169.42819213867188, -23.802276611328125, 40.268924713134766, 2.2873198986053467, 8.371520042419434, -1.2971450090408325, 4.847687244415283, 1.6207548379898071, 4.822690486907959, -1.1804382801055908, -1.1922571659088135, -2.69606351852417, -2.6999313831329346, -4.188812255859375, -3.6966471672058105, -3.7672019004821777, -2.170614242553711, -3.048330307006836, -1.0466042757034302]",1886.0743727349868,0.03848204031673114
The Conet Project,Numbers Stations,english lady,"[-194.4116668701172, 139.7331085205078, -62.186641693115234, 14.594805717468262, 1.027951955795288, 12.15966796875, -4.926115036010742, 20.914941787719727, -9.974177360534668, 9.90254020690918, 7.294302940368652, -11.087318420410156, -5.613261699676514, -5.485824108123779, -5.240588665008545, -3.48701810836792, 7.5597920417785645, -15.35826301574707, 2.0202698707580566, 0.026095815002918243]",2799.9717439527103,0.0915854503534082
We Are the Arm,Rock,What Makes a Plaza?  ,"[-111.2373046875, 111.46406555175781, -25.21067237854004, 42.387672424316406, -11.281557083129883, 13.436065673828125, -9.674019813537598, 12.593335151672363, -12.48554515838623, 10.53094482421875, -13.084263801574707, 9.198612213134766, -6.633336544036865, 8.61439037322998, -4.404902935028076, 2.9157369136810303, -3.023754835128784, 6.29866361618042, -1.1637660264968872, 2.4506373405456543]",4142.585108260198,0.10466579020623548
The Conet Project,Numbers Stations,nomer 198,"[-271.3719787597656, 184.71791076660156, -25.236623764038086, -5.03018856048584, 35.47489547729492, 6.672407627105713, 5.425201892852783, 5.303854465484619, -6.012440204620361, 2.556994676589966, 3.074291229248047, -3.2727620601654053, 0.2525865435600281, -3.0245180130004883, -7.138892650604248, -4.749202728271484, -4.236385345458984, -0.7210290431976318, 0.6941943168640137, -5.465008735656738]",1299.887355375847,0.03603390812596824
Parts &amp; Labor,Rock,Springtime Hibernation,"[-220.51571655273438, 140.2548828125, -88.95018768310547, 28.684547424316406, 28.403024673461914, 17.711158752441406, 5.666757583618164, 4.2709221839904785, 2.616546392440796, 5.900139331817627, -3.487452983856201, 3.024195909500122, 6.379079341888428, 5.073065280914307, 0.02603849209845066, 2.3560397624969482, -1.989558458328247, -1.359559416770935, 0.23537221550941467, 1.966996192932129]",2759.7455122441547,0.08793412023140976
The Conet Project,Numbers Stations,voice sample (1-10),"[-307.8548583984375, 175.04295349121094, -18.29337501525879, -36.46611022949219, 0.19479578733444214, 18.407211303710938, 2.106215476989746, -20.505359649658203, -4.310446739196777, 13.90900993347168, -3.287254810333252, -13.190869331359863, 1.093035101890564, 10.200950622558594, -2.062086820602417, -7.6108527183532715, 4.558979034423828, 6.160459518432617, -2.2408835887908936, -4.5500383377075195]",2400.3263510739444,0.082002930601029
Urinals,Rock,WaterBlood,"[-204.07102966308594, 173.6833953857422, -48.458412170410156, 35.97638702392578, -16.325590133666992, 26.99338150024414, -13.916510581970215, -0.5171359181404114, 1.818331003189087, 0.02621418610215187, -2.2625951766967773, -0.0861215740442276, 3.31986141204834, -1.4646663665771484, -0.7748685479164124, -5.7039794921875, -3.8884520530700684, -6.61177921295166, -6.413909912109375, -2.413508415222168]",2226.0937491749414,0.051366620829303676
Dälek,Hip-Hop,Asylum (Permanent Underclass),"[-129.84249877929688, 135.92713928222656, -63.009918212890625, 46.53813552856445, 5.045700550079346, 16.942646026611328, -4.6095805168151855, 10.85036849975586, -7.472843647003174, 8.33325481414795, 3.055708646774292, 10.827157974243164, 3.795133590698242, 9.084500312805176, -0.4450090825557709, 7.231707572937012, 0.39395514130592346, 7.414041996002197, 3.07881498336792, 0.1667003333568573]",3266.613133407598,0.09009432035486058
